filename,width,height,class,xmin,ymin,xmax,ymax
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,20,359,340,391,376
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,20,441,331,483,375
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,20,503,432,547,474
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,50,238,218,270,253
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,50,456,504,497,544
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,50,549,355,586,395
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,50,559,251,601,297
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,100,281,505,325,548
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,100,338,463,382,508
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,500,234,417,271,460
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,500,453,210,502,259
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,10,203,315,237,353
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,10,406,415,445,457
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,1000,366,241,421,290
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,5,172,382,191,411
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,5,127,304,147,332
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,5,102,390,130,417
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,5,181,475,207,507
z4517190691608_e13e5a7742dfd1e1497d7f34e43b9a19_jpg.rf.d64c893ba29e0046f722efb64320c314.jpg,680,680,5000,323,138,361,191
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,448,199,472,233
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,412,456,446,490
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,352,436,390,472
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,311,512,349,550
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,289,590,331,638
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,194,278,230,312
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,156,190,196,228
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,242,185,274,217
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,173,104,209,140
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,364,22,394,50
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,438,64,464,90
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,483,132,509,164
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,532,122,554,150
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,524,254,548,286
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,554,378,574,406
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,486,298,510,326
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,498,360,526,392
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,446,342,472,376
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,462,413,488,447
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,470,485,496,515
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,386,536,414,566
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,370,366,400,400
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,382,290,408,322
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,432,274,462,304
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,50,325,242,355,274
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,259,96,285,128
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,335,82,365,112
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,432,131,456,159
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,376,148,402,178
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,315,168,345,200
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,392,221,418,247
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,500,200,520,228
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,546,188,564,210
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,536,320,556,344
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,516,429,540,459
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,322,318,350,352
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,296,404,326,436
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,246,343,282,379
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,172,398,214,438
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,20,162,488,204,530
IMG_2564_jpg.rf.eae3482bbee3ec3975ca3ee720027909.jpg,680,680,100,233,522,275,572
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,510,405,532,427
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,429,514,453,540
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,381,201,405,225
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,480,243,500,267
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,238,337,268,365
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,246,257,276,285
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,20,505,308,527,330
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,50,356,294,380,320
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,50,310,352,338,380
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,50,372,386,398,412
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,50,386,466,410,492
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,50,322,438,352,466
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,100,304,127,338,157
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,100,172,194,214,232
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,100,145,414,181,458
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,10,436,422,464,446
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,10,306,512,338,546
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,10,256,404,290,438
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,10,318,231,346,261
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,5,465,362,487,384
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,5,413,329,437,351
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,5,418,264,444,278
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.ecaa67c4b1aab394c0cea049ae02fd94.jpg,680,680,5,244,483,266,515
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,510,405,532,427
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,429,514,453,540
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,381,201,405,225
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,480,243,500,267
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,238,337,268,365
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,247,257,276,285
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,20,505,309,527,330
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,50,356,294,380,321
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,50,310,352,338,380
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,50,373,386,398,413
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,50,386,466,411,492
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,50,323,438,352,466
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,100,304,127,339,157
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,100,172,194,215,233
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,100,145,414,181,458
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,10,437,422,464,447
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,10,306,513,339,546
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,10,256,405,290,438
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,10,318,231,346,261
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,5,465,362,487,384
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,5,413,329,437,351
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,5,418,264,444,279
z4517191352384_ef6e39ef931e1ae312f4614be55a3da4_jpg.rf.e5407014c61d3b929d21e16d30ed5b55.jpg,680,680,5,245,483,266,515
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,20,226,146,258,176
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,20,413,165,445,195
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,20,490,266,522,300
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,20,134,302,170,334
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,50,220,348,254,380
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,50,294,392,328,430
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,50,379,378,415,412
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,50,353,476,389,512
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,50,200,490,232,528
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,10,120,392,152,424
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,10,280,548,318,590
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,10,400,266,436,300
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,10,465,396,503,434
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,5,295,285,321,317
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,5,327,200,355,232
z4517191406733_578cd51e04c02c75e031d24033a3d990_jpg.rf.ee9a5c672940d9b6ea651c37bf29886a.jpg,680,680,5,201,226,225,258
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,237,221,270,244
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,493,258,524,290
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,468,314,503,351
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,535,354,571,390
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,617,377,663,417
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,292,462,325,497
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,202,493,238,531
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,202,415,232,445
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,118,477,151,512
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,56,287,83,317
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,101,222,126,246
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,172,181,202,206
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,166,135,193,156
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,293,145,323,168
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,419,126,447,145
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,335,186,362,209
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,397,173,433,200
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,378,225,409,251
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,454,214,487,239
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,522,208,550,233
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,565,293,593,320
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,393,295,424,324
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,320,288,349,313
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,304,229,332,259
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,50,272,337,301,366
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,119,402,150,427
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,110,321,139,350
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,165,232,191,256
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,178,287,206,311
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,193,345,224,374
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,253,274,277,298
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,240,171,267,191
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,231,128,252,144
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,363,142,386,161
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,468,161,497,184
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,346,347,378,375
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,425,371,455,400
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,363,418,397,452
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,413,485,451,525
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,20,502,498,542,538
IMG_2564_jpg.rf.f1674de2d35f0687189a1932b3781c6e.jpg,680,680,100,541,429,587,469
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,500,246,210,274,230
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,500,325,314,355,336
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,356,248,386,282
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,208,252,246,284
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,146,278,184,312
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,135,349,171,389
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,166,416,194,460
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,1000,212,482,252,530
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,274,174,304,200
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,254,295,286,321
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,386,298,420,330
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,508,373,542,407
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,422,421,460,457
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,100,500,438,532,484
IMG_3902_JPG_jpg.rf.efff5cf60ab0817393a93a701df864f2.jpg,680,680,50,458,318,484,340
