filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20220316_165737_jpg.rf.eb158a0c39eba709dbdfd5669ba4597f.jpg,960,720,Q Diamonds,340,292,660,666
IMG_20220316_165737_jpg.rf.eb158a0c39eba709dbdfd5669ba4597f.jpg,960,720,K Diamonds,193,161,458,430
IMG_20220316_142135_jpg.rf.ef5e200d0e87675556fb51b7185bb40d.jpg,960,720,9 Spades,391,432,685,629
IMG_20220316_142135_jpg.rf.ef5e200d0e87675556fb51b7185bb40d.jpg,960,720,10 Hearts,359,1,668,241
IMG_20220316_142135_jpg.rf.ef5e200d0e87675556fb51b7185bb40d.jpg,960,720,J Spades,228,191,386,456
IMG_20220316_142135_jpg.rf.ef5e200d0e87675556fb51b7185bb40d.jpg,960,720,Q Spades,380,224,677,450
IMG_20220316_142135_jpg.rf.ef5e200d0e87675556fb51b7185bb40d.jpg,960,720,K Spades,254,447,446,656
IMG_20220316_142138_jpg.rf.ef30dd3b1b194a97acfec5fc0496a990.jpg,960,720,9 Spades,533,406,734,631
IMG_20220316_142138_jpg.rf.ef30dd3b1b194a97acfec5fc0496a990.jpg,960,720,10 Hearts,521,16,735,253
IMG_20220316_142138_jpg.rf.ef30dd3b1b194a97acfec5fc0496a990.jpg,960,720,J Spades,325,134,558,461
IMG_20220316_142138_jpg.rf.ef30dd3b1b194a97acfec5fc0496a990.jpg,960,720,Q Spades,542,235,753,442
IMG_20220316_142138_jpg.rf.ef30dd3b1b194a97acfec5fc0496a990.jpg,960,720,K Spades,322,457,518,710
IMG_20220316_143229_jpg.rf.ef81c19936aea5c86d25259ec3d4d1e7.jpg,960,720,A Hearts,129,112,425,396
IMG_20220316_143229_jpg.rf.ef81c19936aea5c86d25259ec3d4d1e7.jpg,960,720,2 Diamonds,517,294,925,720
IMG_20220316_143229_jpg.rf.ef81c19936aea5c86d25259ec3d4d1e7.jpg,960,720,3 Diamonds,228,281,605,669
IMG_20220316_143229_jpg.rf.ef81c19936aea5c86d25259ec3d4d1e7.jpg,960,720,4 Diamonds,426,53,774,360
IMG_20220316_143051_jpg.rf.ef13e0e4cca535fa980a5b338497692a.jpg,960,720,A Hearts,406,112,627,445
IMG_20220316_143051_jpg.rf.ef13e0e4cca535fa980a5b338497692a.jpg,960,720,2 Diamonds,259,259,600,550
IMG_20220316_143051_jpg.rf.ef13e0e4cca535fa980a5b338497692a.jpg,960,720,3 Diamonds,193,130,410,422
IMG_20220316_143051_jpg.rf.ef13e0e4cca535fa980a5b338497692a.jpg,960,720,4 Diamonds,575,115,827,479
IMG_20220316_165518_jpg.rf.edfc924cea9739d966e4cf1b2afd24ab.jpg,960,720,9 Diamonds,671,197,794,432
IMG_20220316_165518_jpg.rf.edfc924cea9739d966e4cf1b2afd24ab.jpg,960,720,59,291,186,501,475
IMG_20220316_165518_jpg.rf.edfc924cea9739d966e4cf1b2afd24ab.jpg,960,720,J Diamonds,795,263,891,474
IMG_20220316_165518_jpg.rf.edfc924cea9739d966e4cf1b2afd24ab.jpg,960,720,Q Diamonds,1,100,275,455
IMG_20220316_165518_jpg.rf.edfc924cea9739d966e4cf1b2afd24ab.jpg,960,720,K Diamonds,481,186,664,441
IMG_20220316_134802_jpg.rf.f094700a7f4bc1fe50ac52a297887384.jpg,960,720,A Spades,325,33,581,308
IMG_20220316_134802_jpg.rf.f094700a7f4bc1fe50ac52a297887384.jpg,960,720,2 Hearts,175,171,442,443
IMG_20220316_134802_jpg.rf.f094700a7f4bc1fe50ac52a297887384.jpg,960,720,3 Hearts,317,392,604,706
IMG_20220316_134802_jpg.rf.f094700a7f4bc1fe50ac52a297887384.jpg,960,720,4 Hearts,506,315,834,535
IMG_20220316_163300_jpg.rf.f091ca013a0cce2a2ab7b05abb3c7319.jpg,960,720,A Diamonds,79,262,289,547
IMG_20220316_163300_jpg.rf.f091ca013a0cce2a2ab7b05abb3c7319.jpg,960,720,10 Trefoils,710,231,918,497
IMG_20220316_163300_jpg.rf.f091ca013a0cce2a2ab7b05abb3c7319.jpg,960,720,2 Trefoils,270,257,475,532
IMG_20220316_163300_jpg.rf.f091ca013a0cce2a2ab7b05abb3c7319.jpg,960,720,3 Trefoils,475,218,682,483
IMG_20220316_161201_jpg.rf.f090ce7e7b4b217fd9cbb8c93888bc33.jpg,960,720,9 Hearts,77,97,279,361
IMG_20220316_161201_jpg.rf.f090ce7e7b4b217fd9cbb8c93888bc33.jpg,960,720,10 Diamonds,261,102,462,361
IMG_20220316_161201_jpg.rf.f090ce7e7b4b217fd9cbb8c93888bc33.jpg,960,720,J Hearts,467,78,657,335
IMG_20220316_161201_jpg.rf.f090ce7e7b4b217fd9cbb8c93888bc33.jpg,960,720,Q Hearts,657,86,863,361
IMG_20220316_161201_jpg.rf.f090ce7e7b4b217fd9cbb8c93888bc33.jpg,960,720,K Hearts,330,364,531,631
IMG_20220316_163214_jpg.rf.f0b5ecfd6cb239f8fa857c099bf520be.jpg,960,720,A Diamonds,214,248,449,573
IMG_20220316_163214_jpg.rf.f0b5ecfd6cb239f8fa857c099bf520be.jpg,960,720,10 Trefoils,384,222,639,551
IMG_20220316_163214_jpg.rf.f0b5ecfd6cb239f8fa857c099bf520be.jpg,960,720,2 Trefoils,36,239,278,568
IMG_20220316_163214_jpg.rf.f0b5ecfd6cb239f8fa857c099bf520be.jpg,960,720,3 Trefoils,608,222,839,531
IMG_20220316_140815_jpg.rf.f137c1b4dc9ec2eef9ac5352a3606834.jpg,960,720,8 Spades,2,115,255,369
IMG_20220316_140815_jpg.rf.f137c1b4dc9ec2eef9ac5352a3606834.jpg,960,720,5 Hearts,292,126,521,385
IMG_20220316_140815_jpg.rf.f137c1b4dc9ec2eef9ac5352a3606834.jpg,960,720,6 Spades,527,181,807,439
IMG_20220316_140815_jpg.rf.f137c1b4dc9ec2eef9ac5352a3606834.jpg,960,720,7 Spades,681,75,927,280
IMG_20220316_134806_jpg.rf.f0c09c11e0d4f67564232736f6133ffe.jpg,960,720,A Spades,542,179,793,429
IMG_20220316_134806_jpg.rf.f0c09c11e0d4f67564232736f6133ffe.jpg,960,720,2 Hearts,398,65,634,301
IMG_20220316_134806_jpg.rf.f0c09c11e0d4f67564232736f6133ffe.jpg,960,720,3 Hearts,139,207,456,488
IMG_20220316_134806_jpg.rf.f0c09c11e0d4f67564232736f6133ffe.jpg,960,720,4 Hearts,322,372,571,704
IMG_20220316_140521_jpg.rf.f0d95a826766c032c386b50896957e77.jpg,960,720,6 Spades,114,288,359,597
IMG_20220316_140521_jpg.rf.f0d95a826766c032c386b50896957e77.jpg,960,720,7 Spades,346,110,594,391
IMG_20220316_140521_jpg.rf.f0d95a826766c032c386b50896957e77.jpg,960,720,5 Hearts,353,403,577,704
IMG_20220316_140521_jpg.rf.f0d95a826766c032c386b50896957e77.jpg,960,720,8 Spades,575,421,793,720
IMG_20220316_141033_jpg.rf.f13a8e24ba41861b53d19a8ea544b9ea.jpg,960,720,7 Spades,200,69,494,293
IMG_20220316_141033_jpg.rf.f13a8e24ba41861b53d19a8ea544b9ea.jpg,960,720,8 Spades,231,99,553,426
IMG_20220316_141033_jpg.rf.f13a8e24ba41861b53d19a8ea544b9ea.jpg,960,720,5 Hearts,392,256,739,545
IMG_20220316_141033_jpg.rf.f13a8e24ba41861b53d19a8ea544b9ea.jpg,960,720,6 Spades,417,415,802,720
IMG_20220316_172715_jpg.rf.f175cf979cbe8163b2b711d43ad573a7.jpg,960,720,9 Trefoils,443,301,638,607
IMG_20220316_172715_jpg.rf.f175cf979cbe8163b2b711d43ad573a7.jpg,960,720,10 Spades,237,68,521,435
IMG_20220316_172715_jpg.rf.f175cf979cbe8163b2b711d43ad573a7.jpg,960,720,J Trefoils,506,223,690,523
IMG_20220316_172715_jpg.rf.f175cf979cbe8163b2b711d43ad573a7.jpg,960,720,Q Trefoils,193,264,501,691
IMG_20220316_172715_jpg.rf.f175cf979cbe8163b2b711d43ad573a7.jpg,960,720,K Trefoils,493,85,647,311
IMG_20220316_141927_jpg.rf.f21eff4ff03bd1ec92f720d9492815bb.jpg,960,720,9 Spades,646,95,927,343
IMG_20220316_141927_jpg.rf.f21eff4ff03bd1ec92f720d9492815bb.jpg,960,720,10 Hearts,1,285,326,668
IMG_20220316_141927_jpg.rf.f21eff4ff03bd1ec92f720d9492815bb.jpg,960,720,J Spades,479,133,759,379
IMG_20220316_141927_jpg.rf.f21eff4ff03bd1ec92f720d9492815bb.jpg,960,720,Q Spades,266,243,607,582
IMG_20220316_141927_jpg.rf.f21eff4ff03bd1ec92f720d9492815bb.jpg,960,720,K Spades,116,92,432,299
IMG_20220316_140330_jpg.rf.f19ca7df69c43069cb1d6e476de35a9e.jpg,960,720,5 Hearts,358,1,551,154
IMG_20220316_140330_jpg.rf.f19ca7df69c43069cb1d6e476de35a9e.jpg,960,720,8 Spades,350,206,513,360
IMG_20220316_140330_jpg.rf.f19ca7df69c43069cb1d6e476de35a9e.jpg,960,720,6 Spades,350,345,510,521
IMG_20220316_140330_jpg.rf.f19ca7df69c43069cb1d6e476de35a9e.jpg,960,720,7 Spades,345,494,533,710
IMG_20220316_164510_jpg.rf.f2a9e561828d49ff41e880a9d5e341ed.jpg,960,720,4 Trefoils,333,157,592,427
IMG_20220316_164510_jpg.rf.f2a9e561828d49ff41e880a9d5e341ed.jpg,960,720,6 Diamonds,501,182,899,569
IMG_20220316_164510_jpg.rf.f2a9e561828d49ff41e880a9d5e341ed.jpg,960,720,7 Diamonds,147,259,567,707
IMG_20220316_164510_jpg.rf.f2a9e561828d49ff41e880a9d5e341ed.jpg,960,720,8 Diamonds,444,290,800,662
IMG_20220316_163749_jpg.rf.f2b99bb4993c32d89a9021dfb4c33f8d.jpg,960,720,4 Trefoils,1,199,278,419
IMG_20220316_163749_jpg.rf.f2b99bb4993c32d89a9021dfb4c33f8d.jpg,960,720,6 Diamonds,246,206,477,407
IMG_20220316_163749_jpg.rf.f2b99bb4993c32d89a9021dfb4c33f8d.jpg,960,720,7 Diamonds,466,203,720,402
IMG_20220316_163749_jpg.rf.f2b99bb4993c32d89a9021dfb4c33f8d.jpg,960,720,8 Diamonds,671,183,955,394
IMG_20220316_172358_jpg.rf.f2b717d6533f138130adda8bfeb19856.jpg,960,720,9 Trefoils,126,176,362,327
IMG_20220316_172358_jpg.rf.f2b717d6533f138130adda8bfeb19856.jpg,960,720,10 Spades,348,181,571,331
IMG_20220316_172358_jpg.rf.f2b717d6533f138130adda8bfeb19856.jpg,960,720,J Trefoils,565,164,822,326
IMG_20220316_172358_jpg.rf.f2b717d6533f138130adda8bfeb19856.jpg,960,720,Q Trefoils,129,338,461,629
IMG_20220316_172358_jpg.rf.f2b717d6533f138130adda8bfeb19856.jpg,960,720,K Trefoils,471,326,835,625
IMG_20220316_161737_jpg.rf.f2ed61f7707ebc8152ba49033e258c8b.jpg,960,720,9 Hearts,284,220,540,589
IMG_20220316_161737_jpg.rf.f2ed61f7707ebc8152ba49033e258c8b.jpg,960,720,10 Diamonds,357,31,689,265
IMG_20220316_161737_jpg.rf.f2ed61f7707ebc8152ba49033e258c8b.jpg,960,720,J Hearts,596,163,858,511
IMG_20220316_161737_jpg.rf.f2ed61f7707ebc8152ba49033e258c8b.jpg,960,720,Q Hearts,50,235,335,606
IMG_20220316_161737_jpg.rf.f2ed61f7707ebc8152ba49033e258c8b.jpg,960,720,K Hearts,460,249,673,579
IMG_20220316_135307_jpg.rf.f33ee48caa7546e9c00d146cf021ced9.jpg,960,720,4 Hearts,562,347,795,635
IMG_20220316_135307_jpg.rf.f33ee48caa7546e9c00d146cf021ced9.jpg,960,720,3 Hearts,428,251,704,568
IMG_20220316_135307_jpg.rf.f33ee48caa7546e9c00d146cf021ced9.jpg,960,720,A Spades,325,167,544,460
IMG_20220316_135307_jpg.rf.f33ee48caa7546e9c00d146cf021ced9.jpg,960,720,2 Hearts,189,122,399,405
IMG_20220316_160724_jpg.rf.f360fda7c65fd7b210ddf956ce19c822.jpg,960,720,5 Diamonds,258,227,499,528
IMG_20220316_160724_jpg.rf.f360fda7c65fd7b210ddf956ce19c822.jpg,960,720,6 Hearts,62,194,311,519
IMG_20220316_160724_jpg.rf.f360fda7c65fd7b210ddf956ce19c822.jpg,960,720,7 Hearts,693,263,899,528
IMG_20220316_160724_jpg.rf.f360fda7c65fd7b210ddf956ce19c822.jpg,960,720,8 Hearts,468,253,700,544
IMG_20220316_165453_jpg.rf.f3d55ee5ad5513b7a7450fbfcd418e6b.jpg,960,720,9 Diamonds,570,216,903,582
IMG_20220316_165453_jpg.rf.f3d55ee5ad5513b7a7450fbfcd418e6b.jpg,960,720,59,1,134,323,396
IMG_20220316_165453_jpg.rf.f3d55ee5ad5513b7a7450fbfcd418e6b.jpg,960,720,J Diamonds,302,283,588,598
IMG_20220316_165453_jpg.rf.f3d55ee5ad5513b7a7450fbfcd418e6b.jpg,960,720,Q Diamonds,161,224,494,401
IMG_20220316_165453_jpg.rf.f3d55ee5ad5513b7a7450fbfcd418e6b.jpg,960,720,K Diamonds,311,86,573,298
IMG_20220316_142830_jpg.rf.f3c1fdc1b2b556c201ffa81843d5e54c.jpg,960,720,A Hearts,5,175,345,569
IMG_20220316_142830_jpg.rf.f3c1fdc1b2b556c201ffa81843d5e54c.jpg,960,720,2 Diamonds,287,164,602,501
IMG_20220316_142830_jpg.rf.f3c1fdc1b2b556c201ffa81843d5e54c.jpg,960,720,3 Diamonds,503,146,792,447
IMG_20220316_142830_jpg.rf.f3c1fdc1b2b556c201ffa81843d5e54c.jpg,960,720,4 Diamonds,692,168,936,442
IMG_20220316_135124_jpg.rf.f4bb16beff7a3f88bae53ae2160e9bdc.jpg,960,720,A Spades,606,20,896,405
IMG_20220316_135124_jpg.rf.f4bb16beff7a3f88bae53ae2160e9bdc.jpg,960,720,3 Hearts,343,154,584,455
IMG_20220316_135124_jpg.rf.f4bb16beff7a3f88bae53ae2160e9bdc.jpg,960,720,2 Hearts,257,361,453,661
IMG_20220316_135124_jpg.rf.f4bb16beff7a3f88bae53ae2160e9bdc.jpg,960,720,4 Hearts,458,322,785,702
IMG_20220316_171813_jpg.rf.f4f2a8d1f75020f9492505c703f93feb.jpg,960,720,5 Spades,499,153,780,377
IMG_20220316_171813_jpg.rf.f4f2a8d1f75020f9492505c703f93feb.jpg,960,720,6 Trefoils,80,278,474,491
IMG_20220316_171813_jpg.rf.f4f2a8d1f75020f9492505c703f93feb.jpg,960,720,7 Trefoils,365,153,570,359
IMG_20220316_171813_jpg.rf.f4f2a8d1f75020f9492505c703f93feb.jpg,960,720,8 Trefoils,185,198,499,344
IMG_20220316_135102_jpg.rf.f52ce318524df4afffb36c6636fde92e.jpg,960,720,A Spades,315,0,555,345
IMG_20220316_135102_jpg.rf.f52ce318524df4afffb36c6636fde92e.jpg,960,720,3 Hearts,522,208,875,476
